"","ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","ACCIDENT_TYPE","Accident Type Desc","DAY_OF_WEEK","Day Week Description","ROAD_GEOMETRY","Road Geometry Desc","SPEED_ZONE","SEVERITY","VEHICLE_TYPE","Vehicle Type Desc","LGA_NAME","LGA_NAME_ALL","Lat","Long","POSTCODE_NO","ROAD_NAME","ROAD_TYPE","ROAD_TYPE_INT","DISTANCE_LOCATION","YEAR","sev_desc"
"391791","T20200004558",2020-02-25,17:09:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.7722396,144.9208807,3032,"MARIBYRNONG","ROAD","STREET",0,2020,"Other injury accident"
"391792","T20200004558",2020-02-25,17:09:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.7722396,144.9208807,3039,"MARIBYRNONG","ROAD","STREET",0,2020,"Other injury accident"
"391816","T20200004583",2020-02-25,09:10:00,1,"Collision with vehicle",3,"Tuesday",1,"Cross intersection","999",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.84822771,144.977528,3004,"QUEENS","ROAD","STREET",0,2020,"Other injury accident"
"391835","T20200004597",2020-02-25,09:00:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79191137,144.9619995,3054,"COLLEGE","CRESCENT","CLOSE",0,2020,"Other injury accident"
"391836","T20200004597",2020-02-25,09:00:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79191137,144.9619995,3052,"COLLEGE","CRESCENT","CLOSE",0,2020,"Other injury accident"
"391856","T20200004622",2020-02-25,19:05:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.8690538,144.9957346,3183,"CARLISLE","STREET","CLOSE",24,2020,"Other injury accident"
"391871","T20200004636",2020-02-14,10:53:00,1,"Collision with vehicle",5,"Friday",5,"Not at intersection","050",3,"13","Bicycle","HOBSONS BAY","HOBSONS BAY",-37.87288053,144.7596034,3028,"POINT COOK","ROAD","AVENUE",83,2020,"Other injury accident"
"391878","T20200004642",2020-02-26,14:35:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.80854656,144.9962187,3067,"NICHOLSON","STREET","CLOSE",46,2020,"Other injury accident"
"391915","T20200004706",2020-02-25,18:00:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79450613,144.9580341,3052,"BAYLES","STREET","PARADE SERVICE ROAD",0,2020,"Serious injury accident"
"391924","T20200004715",2020-02-23,11:45:00,1,"Collision with vehicle",0,"Sunday",2,"T intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.7360266,144.8890623,3042,"KEILOR","ROAD","AVENUE",0,2020,"Other injury accident"
"391934","T20200004725",2020-02-27,08:30:00,1,"Collision with vehicle",4,"Thursday",2,"T intersection","040",3,"13","Bicycle","MORELAND","MORELAND",-37.75368986,144.9644384,3058,"SYDNEY","ROAD","STREET",0,2020,"Other injury accident"
"391937","T20200004727",2020-02-27,10:00:00,1,"Collision with vehicle",4,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","BAYSIDE","BAYSIDE",-37.94027975,144.9998118,3188,"BEACH","ROAD","STREET",127,2020,"Other injury accident"
"391940","T20200004731",2020-02-27,14:15:00,1,"Collision with vehicle",4,"Thursday",5,"Not at intersection","999",2,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.8688028,144.9937672,3183,"CARLISLE","STREET","STREET",41,2020,"Serious injury accident"
"391973","T20200004766",2020-02-27,20:17:00,1,"Collision with vehicle",4,"Thursday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81522738,144.9636114,3000,"ELIZABETH","STREET","STREET",0,2020,"Other injury accident"
"391978","T20200004778",2020-02-28,07:10:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","060",3,"13","Bicycle","MORELAND","MORELAND",-37.77724226,144.9708485,3057,"BARKLY","STREET","STREET",0,2020,"Other injury accident"
"391988","T20200004787",2020-02-28,08:35:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","050",2,"13","Bicycle","BENDIGO","BENDIGO",-36.79252713,144.2443522,3555,"HIGH","STREET","STREET",0,2020,"Serious injury accident"
"392013","T20200004829",2020-02-26,18:00:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","060",3,"13","Bicycle","BENDIGO","BENDIGO",-36.76110221,144.2735912,3550,"HIGH","STREET","STREET",0,2020,"Other injury accident"
"392073","T20200004887",2020-02-28,23:20:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","050",3,"13","Bicycle","YARRA","YARRA",-37.80762323,144.996363,3067,"LANGRIDGE","STREET","STREET",0,2020,"Other injury accident"
"392107","T20200004924",2020-02-29,08:00:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","040",3,"13","Bicycle","MORELAND","MORELAND",-37.76895119,144.9799652,3057,"NICHOLSON","STREET","STREET",0,2020,"Other injury accident"
"392127","T20200004944",2020-02-29,18:30:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","HORSHAM","HORSHAM",-36.7069428,142.184185,3400,"JENKINSON","AVENUE","STREET",59,2020,"Other injury accident"
"392130","T20200004951",2020-02-29,19:35:00,1,"Collision with vehicle",6,"Saturday",3,"Y intersection","050",3,"13","Bicycle","DAREBIN","DAREBIN",-37.71642665,144.9923694,3073,"EDWARDES","STREET","ROAD",0,2020,"Other injury accident"
"392137","T20200004958",2020-02-29,22:37:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","060",3,"13","Bicycle","MORELAND","MORELAND",-37.75876518,144.9745115,3056,"HOLMES","STREET","STREET",0,2020,"Other injury accident"
"392138","T20200004958",2020-02-29,22:37:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","060",3,"13","Bicycle","MORELAND","MORELAND",-37.75876518,144.9745115,3057,"HOLMES","STREET","STREET",0,2020,"Other injury accident"
"392164","T20200004987",2019-12-28,10:50:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.80008853,144.9781641,3065,"BRUNSWICK","STREET","STREET",30,2019,"Other injury accident"
"392173","T20200004997",2020-02-29,09:00:00,1,"Collision with vehicle",6,"Saturday",2,"T intersection","999",3,"13","Bicycle","WYNDHAM","WYNDHAM",-37.90634421,144.6364395,3030,"WALLS","ROAD","WAY",0,2020,"Other injury accident"
"392198","T20200005025",2020-01-29,10:00:00,1,"Collision with vehicle",3,"Wednesday",2,"T intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8117899,144.974833,3002,"MACARTHUR","STREET","PLACE",0,2020,"Other injury accident"
"392204","T20200005031",2020-03-02,01:39:00,1,"Collision with vehicle",1,"Monday",5,"Not at intersection","050",3,"13","Bicycle","MARIBYRNONG","MARIBYRNONG",-37.78980833,144.8585431,3019,"JOY","STREET","STREET",46,2020,"Other injury accident"
"392225","T20200005056",2020-02-06,16:50:00,1,"Collision with vehicle",4,"Thursday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE,MOONEE VALLEY",-37.78815849,144.9294826,3031,"RACECOURSE","ROAD","STREET",0,2020,"Other injury accident"
"392230","T20200005060",2020-02-27,08:29:00,1,"Collision with vehicle",5,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79803529,144.9532852,3052,"FLEMINGTON ROAD SERVICE","ROAD","DRIVE",64,2020,"Other injury accident"
"392238","T20200005068",2020-03-02,12:30:00,6,"Vehicle overturned (no collision)",1,"Monday",5,"Not at intersection","060",3,"13","Bicycle","KINGSTON","KINGSTON",-37.98179724,145.0645862,3194,"COMO","PARADE","PARADE",62,2020,"Other injury accident"
"392261","T20200005092",2020-03-02,16:20:00,1,"Collision with vehicle",1,"Monday",2,"T intersection","050",3,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.83435147,145.2049904,3133,"BLANCHE","DRIVE","ROAD SERVICE ROAD",0,2020,"Other injury accident"
"392270","T20200005098",2020-02-29,16:30:00,1,"Collision with vehicle",6,"Saturday",2,"T intersection","050",3,"13","Bicycle","YARRA","YARRA",-37.77653625,144.9813173,3068,"MILLER","STREET","STREET",0,2020,"Other injury accident"
"392292","T20200005120",2020-02-22,10:20:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","050",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.86620985,145.0325437,3144,"CLAREMONT","AVENUE","GROVE",0,2020,"Other injury accident"
"392305","T20200005134",2020-03-01,20:30:00,8,"No collision and no object struck",0,"Sunday",5,"Not at intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.85456035,144.9928572,3181,"CHAPEL","STREET","STREET",16,2020,"Other injury accident"
"392321","T20200005151",2019-11-30,12:30:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","080",3,"13","Bicycle","ALPINE","ALPINE",-36.71527804,147.1084808,3741,"TAWONGA GAP","ROAD","TRACK",1902,2019,"Other injury accident"
"392338","T20200005169",2020-03-03,16:17:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","040",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81921714,144.9613764,3000,"FLINDERS","STREET","LANE",9,2020,"Serious injury accident"
"392339","T20200005169",2020-03-03,16:17:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","040",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81921714,144.9613764,3000,"FLINDERS","STREET","LANE",9,2020,"Serious injury accident"
"392343","T20200005172",2020-03-03,16:10:00,1,"Collision with vehicle",2,"Tuesday",1,"Cross intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81442277,144.9881815,3002,"HOTHAM","STREET","STREET",0,2020,"Other injury accident"
"392355","T20200005177",2020-03-03,16:44:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.82028953,144.9895717,3002,"PUNT","ROAD","PARADE",0,2020,"Serious injury accident"
"392356","T20200005177",2020-03-03,16:44:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.82028953,144.9895717,3121,"PUNT","ROAD","PARADE",0,2020,"Serious injury accident"
"392362","T20200005181",2020-03-03,17:44:00,1,"Collision with vehicle",2,"Tuesday",3,"Y intersection","999",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.82865563,144.9881126,3121,"PUNT","ROAD","PARADE",0,2020,"Other injury accident"
"392363","T20200005181",2020-03-03,17:44:00,1,"Collision with vehicle",2,"Tuesday",3,"Y intersection","999",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.82865563,144.9881126,3004,"PUNT","ROAD","PARADE",0,2020,"Other injury accident"
"392364","T20200005181",2020-03-03,17:44:00,1,"Collision with vehicle",2,"Tuesday",3,"Y intersection","999",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.82865563,144.9881126,3121,"PUNT","ROAD","PARADE",0,2020,"Other injury accident"
"392365","T20200005181",2020-03-03,17:44:00,1,"Collision with vehicle",2,"Tuesday",3,"Y intersection","999",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.82865563,144.9881126,3004,"PUNT","ROAD","PARADE",0,2020,"Other injury accident"
"392371","T20200005191",2020-03-03,17:35:00,8,"No collision and no object struck",2,"Tuesday",5,"Not at intersection","060",3,"13","Bicycle","WHITEHORSE","MONASH,WHITEHORSE",-37.86047024,145.1565848,3151,"HIGHBURY","ROAD","STREET",26,2020,"Other injury accident"
"392372","T20200005191",2020-03-03,17:35:00,8,"No collision and no object struck",2,"Tuesday",5,"Not at intersection","060",3,"13","Bicycle","WHITEHORSE","MONASH,WHITEHORSE",-37.86047024,145.1565848,3150,"HIGHBURY","ROAD","STREET",26,2020,"Other injury accident"
"392387","T20200005218",2020-03-04,16:00:00,1,"Collision with vehicle",3,"Wednesday",5,"Not at intersection","999",3,"13","Bicycle","WHITTLESEA","WHITTLESEA",-37.67855704,145.0154901,3074,"THE BOULEVARD",NA,"STREET",31,2020,"Other injury accident"
"392470","T20200005332",2020-03-04,16:40:00,1,"Collision with vehicle",3,"Wednesday",1,"Cross intersection","050",3,"13","Bicycle","DAREBIN","DAREBIN",-37.71024926,145.0292167,3073,"CHENIES","STREET","ROAD",0,2020,"Other injury accident"
"392478","T20200005341",2020-03-02,21:00:00,1,"Collision with vehicle",2,"Monday",2,"T intersection","050",2,"13","Bicycle","GLENELG","GLENELG",-38.36645021,141.59644,3305,"KAURI","CRESCENT","CRESCENT",0,2020,"Serious injury accident"
"392533","T20200005407",2020-03-05,22:10:00,1,"Collision with vehicle",4,"Thursday",2,"T intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.83054047,144.9647602,3205,"COVENTRY","STREET","LANE",46,2020,"Other injury accident"
"392549","T20200005429",2020-03-04,22:30:00,1,"Collision with vehicle",3,"Wednesday",2,"T intersection","060",3,"13","Bicycle","BOROONDARA","BOROONDARA",-37.79204953,145.029889,3101,"EASTERN IN-CHANDLER","RAMP","HIGHWAY",0,2020,"Other injury accident"
"392561","T20200005441",2020-03-06,08:00:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","050",3,"13","Bicycle","GEELONG","GEELONG",-38.14775561,144.3661849,3220,"BELLERINE","STREET","STREET",13,2020,"Other injury accident"
"392578","T20200005461",2020-03-04,17:45:00,1,"Collision with vehicle",3,"Wednesday",2,"T intersection","060",3,"13","Bicycle","BALLARAT","BALLARAT",-37.55528124,143.8131492,3350,"CUTHBERTS","ROAD","STREET",0,2020,"Other injury accident"
"392599","T20200005490",2020-03-06,18:00:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","999",3,"13","Bicycle","YARRA","YARRA",-37.79845676,144.9795817,3065,"JOHNSTON","STREET","STREET",0,2020,"Other injury accident"
"392627","T20200005523",2020-03-06,16:00:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","050",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.73890612,144.8920814,3040,"HOFFMANS","ROAD","ROAD",0,2020,"Other injury accident"
"392628","T20200005523",2020-03-06,16:00:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","050",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.73890612,144.8920814,3042,"HOFFMANS","ROAD","ROAD",0,2020,"Other injury accident"
"392648","T20200005544",2020-03-07,08:45:00,1,"Collision with vehicle",6,"Saturday",4,"Multiple intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8196135,144.9600172,3000,"FLINDERS","STREET","STREET",0,2020,"Other injury accident"
"392649","T20200005544",2020-03-07,08:45:00,1,"Collision with vehicle",6,"Saturday",4,"Multiple intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8196135,144.9600172,3000,"FLINDERS","STREET","STREET",0,2020,"Other injury accident"
"392653","T20200005546",2020-03-07,09:55:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","WHITTLESEA","WHITTLESEA",-37.63727908,145.0956473,3752,"PLENTY","ROAD","ROAD",27,2020,"Other injury accident"
"392662","T20200005562",2020-03-07,09:00:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","080",3,"13","Bicycle","HUME","HUME",-37.54775313,144.8794597,3064,"MICKLEHAM","ROAD","DRIVE",16,2020,"Other injury accident"
"392694","T20200005627",2020-03-07,11:45:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","YARRA","YARRA",-37.83032509,145.0126842,3121,"GRANGE","ROAD",NA,37,2020,"Other injury accident"
"392698","T20200005630",2020-03-08,11:00:00,1,"Collision with vehicle",0,"Sunday",5,"Not at intersection","050",3,"13","Bicycle","MORNINGTON PENINSULA","MORNINGTON PENINSULA",-38.35658797,144.9007593,3939,"POINT NEPEAN","ROAD","AVENUE",0,2020,"Other injury accident"
"392743","T20200005676",2020-03-08,21:30:00,2,"Struck Pedestrian",1,"Sunday",5,"Not at intersection","060",2,"13","Bicycle","YARRA RANGES","YARRA RANGES",-37.91506409,145.326284,3158,"MORRIS","ROAD","STREET",79,2020,"Serious injury accident"
"392748","T20200005685",2020-03-08,15:30:00,1,"Collision with vehicle",0,"Sunday",2,"T intersection","050",3,"13","Bicycle","BALLARAT","BALLARAT",-37.55528124,143.8131492,3350,"CUTHBERTS","ROAD","STREET",0,2020,"Other injury accident"
"392764","T20200005697",2020-03-06,10:50:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.80659423,144.9860757,3066,"LANGRIDGE","STREET","STREET",0,2020,"Other injury accident"
"392790","T20200005724",2020-02-14,08:19:00,1,"Collision with vehicle",5,"Friday",5,"Not at intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.85327925,145.0038189,3181,"HIGH","STREET","STREET",45,2020,"Other injury accident"
"392800","T20200005735",2020-03-09,18:08:00,1,"Collision with vehicle",1,"Monday",1,"Cross intersection","999",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.88383247,144.9972853,3185,"BRIGHTON ROAD -NEPEAN","HIGHWAY","ROAD",0,2020,"Other injury accident"
"392812","T20200005748",2020-03-10,07:17:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","040",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78051309,144.9319955,3032,"MT ALEXANDER","ROAD","STREET",48,2020,"Other injury accident"
"392825","T20200005757",2020-03-10,07:33:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","050",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.73189668,144.8651736,3033,"TUPPAL","PLACE","ROAD",7,2020,"Other injury accident"
"392840","T20200005788",2020-03-10,07:40:00,8,"No collision and no object struck",3,"Tuesday",5,"Not at intersection","060",3,"13","Bicycle","BANYULE","BANYULE",-37.70130883,145.0718879,3083,"GRIMSHAW","STREET","DRIVE",39,2020,"Other injury accident"
"392910","T20200005858",2020-03-11,08:30:00,1,"Collision with vehicle",3,"Wednesday",2,"T intersection","040",3,"13","Bicycle","BOROONDARA","BOROONDARA",-37.80609159,145.0327413,3101,"HIGH","STREET","STREET",0,2020,"Other injury accident"
"392914","T20200005862",2020-03-11,08:15:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.82444828,144.9981524,3121,"CHURCH","STREET","GROVE",7,2020,"Other injury accident"
"392919","T20200005866",2020-03-11,09:50:00,1,"Collision with vehicle",3,"Wednesday",2,"T intersection","100",3,"13","Bicycle","HUME","HUME",-37.57270938,144.7902612,3429,"GELLIES","ROAD","ROAD",0,2020,"Other injury accident"
"392920","T20200005867",2020-03-11,08:50:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","070",1,"13","Bicycle","FRANKSTON","FRANKSTON",-38.12220736,145.124735,3198,"NEPEAN","HIGHWAY","AVENUE",131,2020,"Fatal accident"
"392927","T20200005872",2019-11-23,12:00:00,8,"No collision and no object struck",6,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","HEPBURN","HEPBURN",-37.45099409,143.9034908,3364,"SLATY CREEK","ROAD","ROAD",147,2019,"Other injury accident"
"392930","T20200005874",2020-03-11,10:00:00,1,"Collision with vehicle",3,"Wednesday",1,"Cross intersection","060",3,"13","Bicycle","YARRA","YARRA",-37.7821441,144.9730942,3054,"PIGDON","STREET","STREET",0,2020,"Other injury accident"
"392965","T20200005916",2020-03-11,15:14:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","080",1,"13","Bicycle","FRANKSTON","FRANKSTON",-38.1575402,145.1346555,3199,"MOOROODUC","HIGHWAY","ROAD",0,2020,"Fatal accident"
"392989","T20200005937",2020-03-11,23:30:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","080",2,"13","Bicycle","SHEPPARTON","SHEPPARTON",-36.61566118,145.2306559,3610,"MURCHISON-VIOLET TOWN","ROAD","ROAD",39,2020,"Serious injury accident"
"393012","T20200005964",2020-03-10,13:00:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","050",3,"13","Bicycle","YARRA","YARRA",-37.81811877,145.0131313,3121,"RIVER","STREET","STREET",16,2020,"Other injury accident"
"393022","T20200005973",2020-03-12,11:40:00,1,"Collision with vehicle",4,"Thursday",2,"T intersection","050",3,"13","Bicycle","CASEY","CASEY",-38.05072484,145.3531608,3806,"BRUCE","COURT","DRIVE",0,2020,"Other injury accident"
